Id,If you liked,Reccomendation 1,Reccomendation 2,Reccomendation 3,Reccomendation 4,Reccomendation 5
5849490334294127641,gotwarlost/istanbul,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",Building Spring Cloud Microservices That Strangle Legacy Systems,Combining Spring Boot and JDBI,Google Cloud Platform's preemptible VMs are now up to 33% cheaper,My favorite people and resources to learn Android programming from
5854206600849997966,The hardest thing in computer science,Manage Client-Side Packages with Bower - ASP.NET documentation,bliki: StranglerApplication,Bridging the Communication Gap Between Developers and Architects - DaedTech,Today in Apple history: iBook ushers in a Wi-Fi revolution,The Java 8 API Design Principles
5870088709232734362,How A.I. and chatbots can help retailers create unique in-store experiences,"Google I/O: Expect A.I., virtual reality","At eBay, Machine Learning is Driving Innovative New Approaches to Search Experiences",Text summarization with TensorFlow,IBM Seeks to Simplify Graph with New Titan Service,Machine Learning and the VP Debate
5875183869203898283,Google is quietly recording everything you say. Here's how to hear it,YouTube's New Messenger Means You'll Never Have to Leave YouTube,Tango: See more with a new kind of phone,Google is quietly making progress on one of its most jaw-dropping tech projects,"Inbox by Gmail: a better way to keep track of events, newsletters and links","Google and Levi's team up on a ""connected"" jacket that lets you answer calls, use maps, and more"
5901067357946111913,Comprar roupas está ficando fora de moda no Reino Unido,"National Coming Out Day - Wikipedia, the free encyclopedia",Program your way to your next grocery delivery,Serious Business: Should Renewable Energy Continue Receiving Government Subsidies?,Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso
5906767912084571064,Whirlpool Vessi puts a microbrewery in your kitchen | News | Geek.com,How to Think Exponentially and Better Predict the Future,From Insight-as-a-Service to insightful applications,Good Software Takes Ten Years. Get Used To it.,"Facebook sends a loud message about Messenger bots, but will we hear it?",NASA gives away the data from an Earth-mapping spacecraft
5928346445655989915,[Tools] A Tool for tracking Kanban projects (that you can cut out and keep) - Emily Webber,[Free Course] Running Valuable Design Sprints - University of Virginia | Coursera,[Videos] Bill Gross: The single biggest reason why startups succeed,[Videos] This fake TED Talk about nothing might be the best you've ever seen,[E-learning] Design Thinking for Innovation - University of Virginia | Coursera,[Tools] How to Record your Desktop Screen with YouTube
5930806521893160184,Five things to include in your digital transformation playbook,Blaise Agüera y Arcas: How computers are learning to be creative,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,The Difference Between Sympathy And Empathy - Expanded Consciousness,Cognizant Named a Digital Transformation Leader in the Life Science Industry,Walmart compra startup para brigar com Amazon | EXAME.com
5934557073194045393,Google's Cloud Investments are Finally Starting to Pay Off,Finding The Meaning Of Artificial Intelligence At Google I/O,Restb.ai: Why custom computer vision as a service makes sense | ZDNet,Clarifying the uses of artificial intelligence in the enterprise,The return of the machinery question,Effective learning through code workshops | Box Blog
5940374562401786524,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly,"Como o e-commerce brasileiro pode, enfim, começar a lucrar",Comprar roupas está ficando fora de moda no Reino Unido,[Retro] Celebration Grids - Management 3.0,"New blog from Dries: A ""MAP"" for accelerating Drupal 8 adoption",Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso
5949788789046720741,How to use Docker to run ASP.NET Core apps on Google App Engine,This 8-Page Website Generated Six-Figures in its First 8 Months - gaps,Este texto do Ranieri é a melhor coisa que você lerá hoje,How it feels to learn Javascript in 2016,"Agility in the Cloud: Which ""As a Service"" Works for You?",Introduction · Bitcoin para Programadores
5962268176939710955,"BigQuery 1.11, now with Standard SQL, IAM, and partitioned tables! | Google Cloud Big Data and Machine Learning Blog",Google lags behind Amazon and Microsoft's cloud in one important area,Enable secure mode on your web product | Intercom Docs,Graph Capabilities with the Elastic Stack,"Every shot Kobe Bryant ever took. All 30,699 of them",Docker inside docker and overview about Jenkins 2
5964888566269323942,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,The economic essentials of digital strategy,Accenture and Adboe team on customer enegagement,"thinkseg traz o seguro ""pague conforme você usa"" para taxistas",Meio&Mensagem,Assessing Salesforce's platform and ecosystem | ZDNet
5965544132537436406,Kubernetes,To Use Physical Or To Use Virtual: That is the container deployment question,Google made a huge change to the way Google Maps look,MOBILE TIME - Chatbots vão diminuir a força de Apple e Google,TEDxSãoPaulo,"Meet Mycroft, the open source AI who wants to rival Siri, Cortana, and Alexa | ZDNet"
5967886403500658324,Today in Apple history: World prepares for the NeXT Computer | Cult of Mac,"Apple sends out invites for an October 27th event, hints that new Macs are coming",To Use Physical Or To Use Virtual: That is the container deployment question,Readable Content Guides,How We Lost 47% of Our Users After a Redesign | Icons8,Drupal 8 CI/CD with Docker via Jenkins. Part 1: Integration
5979676385148714519,"Here's what Viv looks like, the next generation AI assistant built by Siri creator",The AI business landscape,New Sessions Added To Google I/O 2016 Schedule,Event Map For Google I/O 2016 Released,Deep learning software knows that a rose is a rose is a rosa rubiginosa,"Apple acquires Turi, a machine learning company"
6001127456099879458,Visual Studio Code Now Supports Debugging of iOS Web Apps,Benchmarks for the Top Server-Side Swift Frameworks vs. Node.js,O deslize da Pepsi ajudou a Pizza Hut e KFC,Ciclistas relatam roubos com agressividade na avenida dos Andradas,10 Simple Habits of Insanely Productive People,"Primeira cidade inteligente brasileira, equipada com sensores, sistemas e soluções digitais, será desenvolvida por startup - Startupi"
6006800146436649545,​Kubernetes 1.4: One DevOps tool to rule all the containers | ZDNet,A Beginner's Guide To Understanding Convolutional Neural Networks,8 Best Machine Learning Cheat Sheets,Nintendo has doubled in value since Pokémon Go's release,How to choose algorithms for Microsoft Azure Machine Learning,Bringing Pokémon GO to life on Google Cloud
6009447229221815725,[Tools] How to Record your Desktop Screen with YouTube,[Videos] Bill Gross: The single biggest reason why startups succeed,[Free Course] Running Valuable Design Sprints - University of Virginia | Coursera,[Videos] This fake TED Talk about nothing might be the best you've ever seen,[PayPal] Postos Shell adotam pagamento no smartphone,[Tools] A Tool for tracking Kanban projects (that you can cut out and keep) - Emily Webber
6015995473246774717,The need to lead in data and analytics,How to get the most from your agency relationships in 2017,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,Can Accenture Take Over Advertising?,Walmart compra startup para brigar com Amazon | EXAME.com,Blaise Agüera y Arcas: How computers are learning to be creative
6016376495317032228,Uma recepção eficiente,Caravel: Airbnb's data exploration platform - Airbnb Engineering & Data Science,Introducing JQL: A Query Language for Analytics,2016 will be the year of conversational commerce - Chris Messina,Understanding the Twitter topic Tracker,Why Steve Jobs Was Proud to Steal Ideas
6031953227014493100,O chefe é gay. E daí?,The Genderbread Person v3 | It's Pronounced Metrosexual,Savage Love Letter of the Day: Get Out There and Fight,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção"
6040574489860277999,"The new, scary face of auto insurance","thinkseg traz o seguro ""pague conforme você usa"" para taxistas",VISA to Test Blockchain Payments among Banks; a SWIFT Rival?,Accenture and Adboe team on customer enegagement,Singapore bank wants you to talk to its chatbot to get your banking done,Liberty vai adotar telemetria e baratear seguro para bons motoristas
6044362651232258738,Cinco competências comportamentais para você ser um bom líder,How to augment your career with leadership coaching,Investimentos em coaching e mentoring aumentam nas empresas,"Para neurociência, motivação não é fator principal em mudança de hábitos",What Science Tells Us About Leadership Potential,O que você deve fazer para se tornar um líder melhor?
6045455576279706291,Google isn't abandoning Hangouts for its new chat apps,"Dag Kittlaus, co-founder of Siri, will give the world's first demo of a next gen AI called Viv at Disrupt NY","Building Chatbots with Node.js - Online Training - July 13 & 14, 2016","Celular se torna principal meio de acesso à internet nos lares, diz IBGE",10 Simple Habits of Insanely Productive People,O deslize da Pepsi ajudou a Pizza Hut e KFC
6049739262059615567,Review: Apple Watch Series 2 | MacMagazine.com.br,The Progress of Web Apps - On the Edge,Developing iOS 9 Apps with Swift - Curso grátis de Stanford no iTunes U,Características de Arquiteturas Evolutivas,React Native v0.32.0-rc.0 released,Gmail e Inbox by Gmail terão suporte a e-mails com design responsivo | Google Discovery
6062146090334604102,Serverless Data Sync in Web Apps with Bit Torrent,Docker Engine 1.11 with runC: Announcing the general availability of the industry's first OCI-compliant runtime,"Bitcasa killing Drive cloud storage service on May 20, will focus on 'growing platform business'",Google Fiber agrees to acquire Webpass,Tango: See more with a new kind of phone,Cubr
6090089162789916215,O início problemático dos chatbots no Facebook Messenger,"Largest botnet attack in history peaks at over 1 terabits per second, aided by Internet of Things",Por que o Walmart não é Walmart no Brasil,Steak Tartare com Salada Verde,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio,"Incrível, Skype se lembrou que o Linux existe!"
